line_item_id,order_id,order_date,customer_id,customer_name,segment,region,product_id,product_name,category,subcategory,salesperson,order_status,quantity,unit_price,discount,revenue,profit
3277,1756,2023-12-09,558,Anjali Kapoor,Loyal,South,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,2,3770.16,0.068,7029.56,1829.56
3278,1756,2023-12-09,558,Anjali Kapoor,Loyal,South,21,Denim Jeans,Apparel,Apparel,Anita Desai,Completed,2,1629.86,0.0,3259.72,1259.72
3279,1757,2023-12-09,963,Pooja Das,Potential,East,8,Wireless Mouse,Electronics,Electronics,Sunita Verma,Completed,1,1377.26,0.19,1115.09,365.09
3280,1758,2023-12-09,982,Ananya Reddy,Loyal,West,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,1176.37,0.062,1103.87,553.87
3281,1758,2023-12-09,982,Ananya Reddy,Loyal,West,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,3,6894.48,0.0,20683.43,7783.43
3282,1759,2023-12-09,1126,Rohan Kulkarni,Potential,North,9,Power Bank 20000mAh,Electronics,Electronics,Anita Desai,Completed,2,1784.28,0.163,2986.87,1086.87
3283,1760,2023-12-09,1148,Pooja Rao,Potential,South,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,3,43827.09,0.045,125613.99,32613.99
3284,1761,2023-12-09,1199,Vihaan Kulkarni,At Risk,West,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,1125.51,0.029,1093.21,543.21
3285,1762,2023-12-09,1228,Saanvi Menon,Potential,Central,4,Smartwatch X2,Electronics,Electronics,Priya Nair,Completed,2,9571.11,0.126,16734.2,4334.2
3286,1763,2023-12-10,72,Navya Nair,Potential,North,25,Cotton T-Shirt Pack,Apparel,Apparel,Suresh Iyer,Completed,2,765.5,0.076,1415.23,575.23
3287,1763,2023-12-10,72,Navya Nair,Potential,North,24,Formal Blazer,Apparel,Apparel,Suresh Iyer,Completed,3,4374.81,0.065,12266.48,3566.48
3288,1764,2023-12-10,121,Karan Reddy,Potential,West,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Ravi Kumar,Completed,3,1654.6,0.113,4400.6,1850.6
3289,1765,2023-12-10,195,Vivaan Pillai,High Value,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,2,11083.98,0.029,21533.43,4133.43
3290,1765,2023-12-10,195,Vivaan Pillai,High Value,South,2,Laptop Air 13,Electronics,Electronics,Anita Desai,Completed,2,62477.24,0.085,114391.58,20391.58
3291,1765,2023-12-10,195,Vivaan Pillai,High Value,South,10,Tablet 10in,Electronics,Electronics,Anita Desai,Completed,4,26405.7,0.066,98663.16,20663.16
3292,1766,2023-12-10,348,Vivaan Desai,Potential,South,3,Wireless Headphones,Electronics,Electronics,Manoj Rao,Completed,4,4394.34,0.039,16899.1,6499.1
3293,1767,2023-12-10,463,Rohan Menon,Inactive,East,23,Winter Jacket,Apparel,Apparel,Manoj Rao,Completed,1,4199.35,0.106,3752.26,1052.26
3294,1767,2023-12-10,463,Rohan Menon,Inactive,East,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,1,6743.2,0.11,6004.16,1704.16
3295,1767,2023-12-10,463,Rohan Menon,Inactive,East,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,2,844.15,0.101,1518.35,758.35
3296,1767,2023-12-10,463,Rohan Menon,Inactive,East,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,3140.89,0.059,2954.08,854.08
3297,1768,2023-12-10,669,Reyansh Joshi,At Risk,Central,24,Formal Blazer,Apparel,Apparel,Manoj Rao,Completed,1,4328.48,0.0,4328.48,1428.48
3298,1768,2023-12-10,669,Reyansh Joshi,At Risk,Central,20,Women's Kurti,Apparel,Apparel,Manoj Rao,Completed,1,1184.04,0.0,1184.04,484.04
3299,1769,2023-12-10,737,Kiara Mehta,Potential,North,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,3,854.51,0.07,2384.28,1244.28
3300,1769,2023-12-10,737,Kiara Mehta,Potential,North,24,Formal Blazer,Apparel,Apparel,Priya Nair,Completed,2,4462.11,0.073,8274.62,2474.62
3301,1770,2023-12-10,1082,Krishna Menon,Loyal,Central,24,Formal Blazer,Apparel,Apparel,Manoj Rao,Completed,1,4334.28,0.08,3986.96,1086.96
3302,1771,2023-12-10,1115,Sai Joshi,Inactive,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,5,11070.39,0.036,53335.88,9835.88
3303,1771,2023-12-10,1115,Sai Joshi,Inactive,South,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,2,3811.98,0.118,6726.6,1526.6
3304,1772,2023-12-10,1160,Priya Rao,At Risk,East,22,Running Shoes,Apparel,Apparel,Anita Desai,Completed,3,2815.61,0.087,7708.48,2008.48
3305,1773,2023-12-10,1303,Navya Pillai,At Risk,East,10,Tablet 10in,Electronics,Electronics,Priya Nair,Completed,3,26627.52,0.015,78685.87,20185.87
3306,1774,2023-12-11,65,Pooja Nair,Loyal,West,1,Laptop Pro 14,Electronics,Electronics,Manoj Rao,Completed,2,76422.71,0.076,141165.75,25165.75
3307,1774,2023-12-11,65,Pooja Nair,Loyal,West,14,Electric Kettle,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,1649.66,0.051,1566.33,716.33
3308,1774,2023-12-11,65,Pooja Nair,Loyal,West,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,1,6210.42,0.117,5485.98,1185.98
3309,1775,2023-12-11,92,Krishna Gupta,Potential,West,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Anita Desai,Completed,3,40742.04,0.036,117807.71,24807.71
3310,1775,2023-12-11,92,Krishna Gupta,Potential,West,3,Wireless Headphones,Electronics,Electronics,Anita Desai,Completed,2,4617.23,0.083,8465.4,3265.4
3311,1776,2023-12-11,368,Vivaan Bose,Potential,North,21,Denim Jeans,Apparel,Apparel,Priya Nair,Completed,2,2249.97,0.056,4247.56,2247.56
3312,1776,2023-12-11,368,Vivaan Bose,Potential,North,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,1,10915.62,0.057,10297.93,3397.93
3313,1777,2023-12-11,405,Vihaan Patel,Potential,West,10,Tablet 10in,Electronics,Electronics,Kavita Menon,Returned,2,26293.27,0.029,51056.99,12056.99
3314,1778,2023-12-11,447,Kiara Mehta,At Risk,North,9,Power Bank 20000mAh,Electronics,Electronics,Anita Desai,Completed,2,1768.91,0.098,3190.08,1290.08
3315,1778,2023-12-11,447,Kiara Mehta,At Risk,North,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,3,3330.42,0.144,8553.84,2553.84
3316,1779,2023-12-11,487,Myra Pillai,Potential,North,33,Standing Desk,Office Supplies,Office Supplies,Deepak Sharma,Completed,3,19236.63,0.059,54291.31,20691.31
3317,1780,2023-12-11,570,Anika Iyer,Potential,West,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,41070.21,0.083,37656.27,6656.27
3318,1780,2023-12-11,570,Anika Iyer,Potential,West,8,Wireless Mouse,Electronics,Electronics,Deepak Sharma,Completed,4,1434.6,0.075,5310.84,2310.84
3319,1780,2023-12-11,570,Anika Iyer,Potential,West,21,Denim Jeans,Apparel,Apparel,Deepak Sharma,Completed,2,2187.38,0.021,4282.72,2282.72
3320,1781,2023-12-11,592,Rohan Chatterjee,Potential,West,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,1533.44,0.009,1519.05,669.05
3321,1782,2023-12-11,680,Sai Desai,Loyal,West,2,Laptop Air 13,Electronics,Electronics,Suresh Iyer,Completed,6,61930.23,0.0,371581.38,89581.38
3322,1782,2023-12-11,680,Sai Desai,Loyal,West,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,3,6203.57,0.122,16344.84,3444.84
3323,1783,2023-12-11,872,Rahul Pillai,High Value,South,4,Smartwatch X2,Electronics,Electronics,Ravi Kumar,Cancelled,2,9548.37,0.011,18879.64,6479.64
3324,1784,2023-12-11,887,Myra Mehta,At Risk,South,14,Electric Kettle,Home & Kitchen,Home & Kitchen,Priya Nair,Cancelled,3,1671.44,0.024,4895.28,2345.28
3325,1784,2023-12-11,887,Myra Mehta,At Risk,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Priya Nair,Cancelled,3,13546.83,0.111,36146.75,10046.75
3326,1784,2023-12-11,887,Myra Mehta,At Risk,South,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Priya Nair,Cancelled,3,6263.76,0.009,18623.09,5723.09
3327,1785,2023-12-11,1201,Krishna Menon,Loyal,South,37,LED Desk Lamp,Office Supplies,Office Supplies,Anita Desai,Completed,3,1785.66,0.064,5011.9,2761.9
3328,1786,2023-12-11,1204,Saanvi Nair,Potential,Central,5,4K Monitor 27in,Electronics,Electronics,Manoj Rao,Completed,4,20557.9,0.037,79192.62,17192.62
3329,1786,2023-12-11,1204,Saanvi Nair,Potential,Central,36,Desk Organizer,Office Supplies,Office Supplies,Manoj Rao,Completed,1,827.26,0.07,769.67,469.67
3330,1787,2023-12-12,84,Karan Verma,Loyal,North,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Priya Nair,Returned,1,3769.6,0.167,3140.41,1040.41
3331,1787,2023-12-12,84,Karan Verma,Loyal,North,4,Smartwatch X2,Electronics,Electronics,Priya Nair,Returned,2,9492.57,0.025,18516.33,6116.33
3332,1787,2023-12-12,84,Karan Verma,Loyal,North,5,4K Monitor 27in,Electronics,Electronics,Priya Nair,Returned,2,21468.61,0.0,42937.22,11937.22
3333,1787,2023-12-12,84,Karan Verma,Loyal,North,36,Desk Organizer,Office Supplies,Office Supplies,Priya Nair,Returned,3,829.01,0.106,2222.29,1322.29
3334,1788,2023-12-12,166,Sai Joshi,Loyal,Central,2,Laptop Air 13,Electronics,Electronics,Manoj Rao,Completed,1,61500.29,0.116,54362.63,7362.63
3335,1789,2023-12-12,380,Sai Pillai,Loyal,North,23,Winter Jacket,Apparel,Apparel,Ravi Kumar,Returned,2,5474.41,0.066,10226.29,4826.29
3336,1789,2023-12-12,380,Sai Pillai,Loyal,North,12,Mixer Grinder,Home & Kitchen,Home & Kitchen,Ravi Kumar,Returned,1,3793.63,0.05,3604.4,1504.4
3337,1790,2023-12-12,448,Reyansh Reddy,Potential,North,16,Induction Cooktop,Home & Kitchen,Home & Kitchen,Kavita Menon,Completed,3,2921.29,0.035,8459.54,3659.54
3338,1791,2023-12-12,468,Sanjay Kapoor,Potential,South,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,3,4551.43,0.119,12022.78,4222.78
3339,1791,2023-12-12,468,Sanjay Kapoor,Potential,South,23,Winter Jacket,Apparel,Apparel,Anita Desai,Completed,4,5536.93,0.0,22147.72,11347.72
3340,1792,2023-12-12,545,Krishna Menon,High Value,North,4,Smartwatch X2,Electronics,Electronics,Manoj Rao,Completed,2,9271.66,0.077,17118.69,4718.69
3341,1792,2023-12-12,545,Krishna Menon,High Value,North,22,Running Shoes,Apparel,Apparel,Manoj Rao,Completed,2,3980.0,0.067,7424.09,3624.09
3342,1793,2023-12-12,552,Anika Bose,At Risk,North,23,Winter Jacket,Apparel,Apparel,Priya Nair,Completed,3,5460.8,0.0,16382.4,8282.4
3343,1794,2023-12-12,653,Rahul Patel,At Risk,North,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,1,10579.07,0.104,9478.08,2578.08
3344,1794,2023-12-12,653,Rahul Patel,At Risk,North,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,748.35,0.013,738.99,358.99
3345,1795,2023-12-12,690,Meera Reddy,Potential,North,36,Desk Organizer,Office Supplies,Office Supplies,Sunita Verma,Completed,1,811.01,0.108,723.76,423.76
3346,1796,2023-12-12,743,Rahul Iyer,High Value,West,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,1,4564.23,0.098,4118.15,1518.15
3347,1797,2023-12-12,1159,Pari Kulkarni,Inactive,Central,10,Tablet 10in,Electronics,Electronics,Priya Nair,Completed,2,26770.97,0.072,49666.4,10666.4
3348,1798,2023-12-12,1165,Reyansh Das,Inactive,Central,2,Laptop Air 13,Electronics,Electronics,Priya Nair,Completed,2,62950.75,0.02,123429.32,29429.32
3349,1798,2023-12-12,1165,Reyansh Das,Inactive,Central,17,Water Purifier,Home & Kitchen,Home & Kitchen,Priya Nair,Completed,1,13516.64,0.071,12563.58,3863.58
3350,1799,2023-12-12,1251,Vikram Sharma,Loyal,North,1,Laptop Pro 14,Electronics,Electronics,Kavita Menon,Returned,2,76551.32,0.106,136819.07,20819.07
3351,1800,2023-12-13,5,Karan Singh,At Risk,West,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Kavita Menon,Completed,1,1501.54,0.092,1363.77,513.77
3352,1801,2023-12-13,7,Meera Desai,At Risk,North,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Anita Desai,Completed,1,754.47,0.048,717.93,337.93
3353,1801,2023-12-13,7,Meera Desai,At Risk,North,6,Bluetooth Speaker,Electronics,Electronics,Anita Desai,Completed,2,3112.8,0.014,6139.75,2339.75
3354,1802,2023-12-13,53,Riya Desai,Loyal,East,3,Wireless Headphones,Electronics,Electronics,Suresh Iyer,Completed,1,4545.85,0.021,4452.57,1852.57
3355,1803,2023-12-13,114,Riya Chatterjee,At Risk,West,3,Wireless Headphones,Electronics,Electronics,Anita Desai,Completed,2,4386.31,0.114,7775.65,2575.65
3356,1803,2023-12-13,114,Riya Chatterjee,At Risk,West,20,Women's Kurti,Apparel,Apparel,Anita Desai,Completed,2,1562.25,0.075,2891.71,1491.71
3357,1803,2023-12-13,114,Riya Chatterjee,At Risk,West,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Anita Desai,Completed,1,1049.4,0.086,959.16,409.16
3358,1804,2023-12-13,160,Anjali Iyer,Potential,West,1,Laptop Pro 14,Electronics,Electronics,Sunita Verma,Returned,2,79830.67,0.139,137455.17,21455.17
3359,1804,2023-12-13,160,Anjali Iyer,Potential,West,9,Power Bank 20000mAh,Electronics,Electronics,Sunita Verma,Returned,2,1836.07,0.016,3613.6,1713.6
3360,1804,2023-12-13,160,Anjali Iyer,Potential,West,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Sunita Verma,Returned,1,4750.12,0.135,4107.72,1507.72
3361,1805,2023-12-13,430,Karan Kulkarni,At Risk,Central,10,Tablet 10in,Electronics,Electronics,Kavita Menon,Completed,1,26127.23,0.025,25467.31,5967.31
3362,1806,2023-12-13,458,Anika Chatterjee,Loyal,South,29,Cricket Bat Pro,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,2,3041.95,0.015,5991.41,2391.41
3363,1806,2023-12-13,458,Anika Chatterjee,Loyal,South,2,Laptop Air 13,Electronics,Electronics,Deepak Sharma,Completed,2,62860.33,0.0,125720.65,31720.65
3364,1806,2023-12-13,458,Anika Chatterjee,Loyal,South,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,2,782.07,0.07,1454.57,694.57
3365,1806,2023-12-13,458,Anika Chatterjee,Loyal,South,23,Winter Jacket,Apparel,Apparel,Deepak Sharma,Completed,4,5515.86,0.083,20221.34,9421.34
3366,1807,2023-12-13,793,Anjali Gupta,Potential,North,1,Laptop Pro 14,Electronics,Electronics,Kavita Menon,Completed,3,76612.89,0.047,218940.92,44940.92
3367,1807,2023-12-13,793,Anjali Gupta,Potential,North,23,Winter Jacket,Apparel,Apparel,Kavita Menon,Completed,2,5460.51,0.137,9419.78,4019.78
3368,1808,2023-12-13,842,Ayaan Singh,Potential,North,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Ravi Kumar,Cancelled,1,4625.81,0.008,4587.5,1987.5
3369,1808,2023-12-13,842,Ayaan Singh,Potential,North,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Ravi Kumar,Cancelled,1,3466.68,0.128,3023.43,1023.43
3370,1809,2023-12-13,919,Riya Joshi,Loyal,South,24,Formal Blazer,Apparel,Apparel,Priya Nair,Completed,2,6038.93,0.08,11108.17,5308.17
3371,1809,2023-12-13,919,Riya Joshi,Loyal,South,20,Women's Kurti,Apparel,Apparel,Priya Nair,Completed,4,1574.19,0.11,5604.13,2804.13
3372,1810,2023-12-13,1117,Rahul Reddy,Loyal,North,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Suresh Iyer,Completed,4,1462.25,0.023,5714.04,3114.04
3373,1810,2023-12-13,1117,Rahul Reddy,Loyal,North,14,Electric Kettle,Home & Kitchen,Home & Kitchen,Suresh Iyer,Completed,3,1657.57,0.114,4405.97,1855.97
3374,1810,2023-12-13,1117,Rahul Reddy,Loyal,North,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Suresh Iyer,Completed,4,1017.86,0.163,3406.62,1206.62
3375,1811,2023-12-13,1241,Riya Iyer,At Risk,East,6,Bluetooth Speaker,Electronics,Electronics,Suresh Iyer,Completed,1,3161.65,0.088,2882.24,982.24
3376,1811,2023-12-13,1241,Riya Iyer,At Risk,East,7,Mechanical Keyboard,Electronics,Electronics,Suresh Iyer,Completed,1,5163.29,0.105,4623.67,1323.67
3377,1812,2023-12-13,1275,Krishna Nair,Potential,North,7,Mechanical Keyboard,Electronics,Electronics,Anita Desai,Completed,2,5160.1,0.0,10320.2,3720.2
3378,1813,2023-12-13,1393,Sai Sharma,Potential,Central,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Ravi Kumar,Completed,2,6138.77,0.001,12263.28,3663.28
3379,1814,2023-12-14,419,Pari Das,At Risk,West,11,Air Fryer 4L,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,1,7519.23,0.178,6179.59,1979.59
3380,1814,2023-12-14,419,Pari Das,At Risk,West,17,Water Purifier,Home & Kitchen,Home & Kitchen,Anita Desai,Completed,1,14161.39,0.041,13587.25,4887.25
3381,1815,2023-12-14,508,Diya Agarwal,Loyal,South,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Ravi Kumar,Completed,3,4597.79,0.02,13512.2,5712.2
3382,1816,2023-12-14,777,Anika Mehta,Potential,East,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Kavita Menon,Returned,1,10836.69,0.013,10691.11,4591.11
3383,1817,2023-12-14,1064,Karan Patel,Loyal,South,10,Tablet 10in,Electronics,Electronics,Kavita Menon,Completed,2,25415.46,0.197,40795.91,1795.91
3384,1818,2023-12-14,1096,Navya Agarwal,Inactive,South,17,Water Purifier,Home & Kitchen,Home & Kitchen,Kavita Menon,Completed,2,13579.9,0.064,25414.33,8014.33
3385,1819,2023-12-14,1308,Myra Sharma,Loyal,North,5,4K Monitor 27in,Electronics,Electronics,Deepak Sharma,Completed,2,21110.26,0.116,37333.4,6333.4
3386,1819,2023-12-14,1308,Myra Sharma,Loyal,North,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,1535.23,0.124,1345.05,495.05
3387,1819,2023-12-14,1308,Myra Sharma,Loyal,North,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Deepak Sharma,Completed,1,11116.09,0.153,9415.63,3315.63
3388,1819,2023-12-14,1308,Myra Sharma,Loyal,North,16,Induction Cooktop,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,2911.55,0.137,2513.37,913.37
3389,1820,2023-12-15,382,Vikram Agarwal,Potential,North,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,3,1515.85,0.082,4175.58,1625.58
3390,1821,2023-12-15,417,Vivaan Rao,Potential,West,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Manoj Rao,Returned,3,3399.36,0.054,9647.31,3647.31
3391,1822,2023-12-15,572,Arjun Reddy,Loyal,North,3,Wireless Headphones,Electronics,Electronics,Deepak Sharma,Completed,3,4623.56,0.034,13403.92,5603.92
3392,1822,2023-12-15,572,Arjun Reddy,Loyal,North,5,4K Monitor 27in,Electronics,Electronics,Deepak Sharma,Completed,2,21258.97,0.069,39592.64,8592.64
3393,1822,2023-12-15,572,Arjun Reddy,Loyal,North,26,Yoga Mat Premium,Sports & Fitness,Sports & Fitness,Deepak Sharma,Completed,1,1032.52,0.048,983.43,433.43
3394,1822,2023-12-15,572,Arjun Reddy,Loyal,North,25,Cotton T-Shirt Pack,Apparel,Apparel,Deepak Sharma,Completed,2,1030.9,0.059,1940.73,1100.73
3395,1823,2023-12-15,607,Krishna Das,Loyal,South,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Suresh Iyer,Completed,2,1544.76,0.039,2968.53,1668.53
3396,1823,2023-12-15,607,Krishna Das,Loyal,South,1,Laptop Pro 14,Electronics,Electronics,Suresh Iyer,Completed,2,77703.98,0.009,154025.79,38025.79
3397,1823,2023-12-15,607,Krishna Das,Loyal,South,3,Wireless Headphones,Electronics,Electronics,Suresh Iyer,Completed,2,4446.04,0.059,8369.04,3169.04
3398,1824,2023-12-15,700,Diya Iyer,High Value,South,3,Wireless Headphones,Electronics,Electronics,Anita Desai,Completed,2,4440.5,0.125,7768.43,2568.43
3399,1825,2023-12-15,1220,Priya Patel,Loyal,Central,30,Cycling Helmet,Sports & Fitness,Sports & Fitness,Priya Nair,Completed,1,1524.32,0.1,1372.2,522.2
3400,1826,2023-12-15,1320,Myra Bose,Loyal,West,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Manoj Rao,Returned,1,6039.05,0.098,5449.05,1149.05
3401,1826,2023-12-15,1320,Myra Bose,Loyal,West,17,Water Purifier,Home & Kitchen,Home & Kitchen,Manoj Rao,Returned,4,13473.64,0.052,51095.09,16295.09
3402,1827,2023-12-15,1347,Rahul Gupta,Loyal,West,23,Winter Jacket,Apparel,Apparel,Anita Desai,Completed,2,5682.21,0.2,9088.51,3688.51
3403,1827,2023-12-15,1347,Rahul Gupta,Loyal,West,20,Women's Kurti,Apparel,Apparel,Anita Desai,Completed,4,1604.38,0.07,5968.29,3168.29
3404,1828,2023-12-15,1373,Rahul Menon,High Value,North,37,LED Desk Lamp,Office Supplies,Office Supplies,Manoj Rao,Completed,1,1772.87,0.102,1591.22,841.22
3405,1828,2023-12-15,1373,Rahul Menon,High Value,North,24,Formal Blazer,Apparel,Apparel,Manoj Rao,Completed,2,5894.35,0.0,11788.71,5988.71
3406,1828,2023-12-15,1373,Rahul Menon,High Value,North,7,Mechanical Keyboard,Electronics,Electronics,Manoj Rao,Completed,2,5154.12,0.072,9564.86,2964.86
3407,1828,2023-12-15,1373,Rahul Menon,High Value,North,35,Printer Ink Cartridge,Office Supplies,Office Supplies,Manoj Rao,Completed,1,1469.16,0.055,1387.8,737.8
3408,1829,2023-12-16,268,Vivaan Verma,High Value,North,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Priya Nair,Completed,1,6598.83,0.069,6144.25,44.25
3409,1830,2023-12-16,334,Arjun Reddy,High Value,North,27,Adjustable Dumbbell Set,Sports & Fitness,Sports & Fitness,Manoj Rao,Completed,1,6862.3,0.162,5750.68,1450.68
3410,1830,2023-12-16,334,Arjun Reddy,High Value,North,18,Ceiling Fan Premium,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,4,2863.97,0.008,11358.67,3358.67
3411,1830,2023-12-16,334,Arjun Reddy,High Value,North,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Manoj Rao,Completed,1,3787.28,0.0,3787.28,1187.28
3412,1831,2023-12-16,441,Anika Agarwal,Loyal,North,7,Mechanical Keyboard,Electronics,Electronics,Deepak Sharma,Cancelled,3,5236.01,0.017,15442.79,5542.79
3413,1831,2023-12-16,441,Anika Agarwal,Loyal,North,22,Running Shoes,Apparel,Apparel,Deepak Sharma,Cancelled,2,2899.95,0.071,5388.22,1588.22
3414,1831,2023-12-16,441,Anika Agarwal,Loyal,North,37,LED Desk Lamp,Office Supplies,Office Supplies,Deepak Sharma,Cancelled,1,1060.08,0.065,991.04,241.04
3415,1832,2023-12-16,594,Kiara Bose,At Risk,North,10,Tablet 10in,Electronics,Electronics,Suresh Iyer,Cancelled,2,25715.13,0.144,44031.88,5031.88
3416,1833,2023-12-16,801,Anjali Kapoor,Potential,South,15,Vacuum Cleaner,Home & Kitchen,Home & Kitchen,Deepak Sharma,Returned,2,8762.18,0.15,14887.37,1087.37
3417,1833,2023-12-16,801,Anjali Kapoor,Potential,South,32,Ergonomic Office Chair,Office Supplies,Office Supplies,Deepak Sharma,Returned,3,6758.7,0.153,17170.28,-1129.72
3418,1833,2023-12-16,801,Anjali Kapoor,Potential,South,9,Power Bank 20000mAh,Electronics,Electronics,Deepak Sharma,Returned,2,1836.66,0.065,3433.64,1533.64
3419,1833,2023-12-16,801,Anjali Kapoor,Potential,South,33,Standing Desk,Office Supplies,Office Supplies,Deepak Sharma,Returned,3,11396.62,0.094,30979.91,-2620.09
3420,1834,2023-12-16,843,Krishna Agarwal,Loyal,West,33,Standing Desk,Office Supplies,Office Supplies,Deepak Sharma,Completed,1,11829.68,0.077,10924.33,-275.67
3421,1835,2023-12-16,955,Ananya Sharma,Potential,South,1,Laptop Pro 14,Electronics,Electronics,Sunita Verma,Completed,6,79943.83,0.0,479662.96,131662.96
3422,1836,2023-12-16,992,Rahul Nair,Potential,East,4,Smartwatch X2,Electronics,Electronics,Deepak Sharma,Cancelled,1,9437.07,0.0,9437.07,3237.07
3423,1836,2023-12-16,992,Rahul Nair,Potential,East,1,Laptop Pro 14,Electronics,Electronics,Deepak Sharma,Cancelled,1,79006.45,0.046,75339.93,17339.93
3424,1836,2023-12-16,992,Rahul Nair,Potential,East,10,Tablet 10in,Electronics,Electronics,Deepak Sharma,Cancelled,1,26479.69,0.165,22104.53,2604.53
3425,1837,2023-12-16,1345,Karan Menon,Loyal,West,31,Resistance Band Kit,Sports & Fitness,Sports & Fitness,Anita Desai,Completed,1,855.2,0.155,722.85,342.85
3426,1837,2023-12-16,1345,Karan Menon,Loyal,West,19,Men's Casual Shirt,Apparel,Apparel,Anita Desai,Completed,2,1014.8,0.0,2029.59,729.59
3427,1838,2023-12-17,168,Vikram Iyer,Loyal,North,21,Denim Jeans,Apparel,Apparel,Sunita Verma,Completed,2,1638.96,0.045,3129.63,1129.63
3428,1838,2023-12-17,168,Vikram Iyer,Loyal,North,28,Treadmill Home,Sports & Fitness,Sports & Fitness,Sunita Verma,Completed,1,45004.14,0.244,34017.49,3017.49
3429,1838,2023-12-17,168,Vikram Iyer,Loyal,North,20,Women's Kurti,Apparel,Apparel,Sunita Verma,Completed,2,1172.31,0.11,2087.38,687.38
3430,1839,2023-12-17,207,Sai Verma,Loyal,Central,20,Women's Kurti,Apparel,Apparel,Deepak Sharma,Completed,1,1204.98,0.072,1118.71,418.71
3431,1839,2023-12-17,207,Sai Verma,Loyal,Central,13,Non-stick Cookware Set,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,3883.65,0.132,3369.95,769.95
3432,1839,2023-12-17,207,Sai Verma,Loyal,Central,3,Wireless Headphones,Electronics,Electronics,Deepak Sharma,Completed,1,4393.05,0.119,3868.1,1268.1
3433,1839,2023-12-17,207,Sai Verma,Loyal,Central,17,Water Purifier,Home & Kitchen,Home & Kitchen,Deepak Sharma,Completed,1,11459.56,0.063,10740.28,2040.28
